"location","target","type","unit","bin_start_incl","bin_end_notincl","value"
"HHS Region 1","1 wk ahead","Bin","percent","8.2","8.3",0
"HHS Region 1","1 wk ahead","Bin","percent","8.3","8.4",0
"HHS Region 1","1 wk ahead","Bin","percent","8.4","8.5",0
"HHS Region 1","1 wk ahead","Bin","percent","8.5","8.6",0
"HHS Region 1","1 wk ahead","Bin","percent","8.6","8.7",0
"HHS Region 1","1 wk ahead","Bin","percent","8.7","8.8",0
"HHS Region 1","1 wk ahead","Bin","percent","8.8","8.9",0
"HHS Region 1","1 wk ahead","Bin","percent","8.9","9",0
"HHS Region 1","1 wk ahead","Bin","percent","9","9.1",0
"HHS Region 1","1 wk ahead","Bin","percent","9.1","9.2",0
"HHS Region 1","1 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 1","1 wk ahead","Bin","percent","9.3","9.4",0
"HHS Region 1","1 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 1","1 wk ahead","Bin","percent","9.5","9.6",0
"HHS Region 1","1 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 1","1 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 1","1 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 1","1 wk ahead","Bin","percent","9.9","10",0
"HHS Region 1","1 wk ahead","Bin","percent","10","10.1",0
"HHS Region 1","1 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 1","1 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 1","1 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 1","1 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 1","1 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 1","1 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 1","1 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 1","1 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 1","1 wk ahead","Bin","percent","10.9","11",0
"HHS Region 1","1 wk ahead","Bin","percent","11","11.1",0
"HHS Region 1","1 wk ahead","Bin","percent","11.1","11.2",0
"HHS Region 1","1 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 1","1 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 1","1 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 1","1 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 1","1 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 1","1 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 1","1 wk ahead","Bin","percent","11.8","11.9",0
"HHS Region 1","1 wk ahead","Bin","percent","11.9","12",0
"HHS Region 1","1 wk ahead","Bin","percent","12","12.1",0
"HHS Region 1","1 wk ahead","Bin","percent","12.1","12.2",0
"HHS Region 1","1 wk ahead","Bin","percent","12.2","12.3",0
"HHS Region 1","1 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 1","1 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 1","1 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 1","1 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 1","1 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 1","1 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 1","1 wk ahead","Bin","percent","12.9","13",0
"HHS Region 1","1 wk ahead","Bin","percent","13","100",0
"HHS Region 1","2 wk ahead","Bin","percent","0","0.1",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","0.1","0.2",0.0015001500150015
"HHS Region 1","2 wk ahead","Bin","percent","0.2","0.3",0.0048004800480048
"HHS Region 1","2 wk ahead","Bin","percent","0.3","0.4",0.0042004200420042
"HHS Region 1","2 wk ahead","Bin","percent","0.4","0.5",0.0081008100810081
"HHS Region 1","2 wk ahead","Bin","percent","0.5","0.6",0.0138013801380138
"HHS Region 1","2 wk ahead","Bin","percent","0.6","0.7",0.0249024902490249
"HHS Region 1","2 wk ahead","Bin","percent","0.7","0.8",0.0384038403840384
"HHS Region 1","2 wk ahead","Bin","percent","0.8","0.9",0.0651065106510651
"HHS Region 1","2 wk ahead","Bin","percent","0.9","1",0.0873087308730873
"HHS Region 1","2 wk ahead","Bin","percent","1","1.1",0.105010501050105
"HHS Region 1","2 wk ahead","Bin","percent","1.1","1.2",0.111011101110111
"HHS Region 1","2 wk ahead","Bin","percent","1.2","1.3",0.116411641164116
"HHS Region 1","2 wk ahead","Bin","percent","1.3","1.4",0.1002100210021
"HHS Region 1","2 wk ahead","Bin","percent","1.4","1.5",0.0741074107410741
"HHS Region 1","2 wk ahead","Bin","percent","1.5","1.6",0.0576057605760576
"HHS Region 1","2 wk ahead","Bin","percent","1.6","1.7",0.0405040504050405
"HHS Region 1","2 wk ahead","Bin","percent","1.7","1.8",0.0264026402640264
"HHS Region 1","2 wk ahead","Bin","percent","1.8","1.9",0.0264026402640264
"HHS Region 1","2 wk ahead","Bin","percent","1.9","2",0.0183018301830183
"HHS Region 1","2 wk ahead","Bin","percent","2","2.1",0.0156015601560156
"HHS Region 1","2 wk ahead","Bin","percent","2.1","2.2",0.0096009600960096
"HHS Region 1","2 wk ahead","Bin","percent","2.2","2.3",0.0102010201020102
"HHS Region 1","2 wk ahead","Bin","percent","2.3","2.4",0.006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","2.4","2.5",0.0072007200720072
"HHS Region 1","2 wk ahead","Bin","percent","2.5","2.6",0.0015001500150015
"HHS Region 1","2 wk ahead","Bin","percent","2.6","2.7",0.0042004200420042
"HHS Region 1","2 wk ahead","Bin","percent","2.7","2.8",0.0027002700270027
"HHS Region 1","2 wk ahead","Bin","percent","2.8","2.9",0.0009000900090009
"HHS Region 1","2 wk ahead","Bin","percent","2.9","3",0.0024002400240024
"HHS Region 1","2 wk ahead","Bin","percent","3","3.1",0.0012001200120012
"HHS Region 1","2 wk ahead","Bin","percent","3.1","3.2",0.0012001200120012
"HHS Region 1","2 wk ahead","Bin","percent","3.2","3.3",0.0021002100210021
"HHS Region 1","2 wk ahead","Bin","percent","3.3","3.4",0.0009000900090009
"HHS Region 1","2 wk ahead","Bin","percent","3.4","3.5",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","3.5","3.6",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","3.6","3.7",0.0009000900090009
"HHS Region 1","2 wk ahead","Bin","percent","3.7","3.8",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","3.8","3.9",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","3.9","4",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","4","4.1",0
"HHS Region 1","2 wk ahead","Bin","percent","4.1","4.2",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","4.2","4.3",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","4.3","4.4",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","4.4","4.5",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","4.5","4.6",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","4.6","4.7",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","4.7","4.8",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","4.8","4.9",0
"HHS Region 1","2 wk ahead","Bin","percent","4.9","5",0
"HHS Region 1","2 wk ahead","Bin","percent","5","5.1",0
"HHS Region 1","2 wk ahead","Bin","percent","5.1","5.2",0
"HHS Region 1","2 wk ahead","Bin","percent","5.2","5.3",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","5.3","5.4",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","5.4","5.5",0.0006000600060006
"HHS Region 1","2 wk ahead","Bin","percent","5.5","5.6",0
"HHS Region 1","2 wk ahead","Bin","percent","5.6","5.7",0
"HHS Region 1","2 wk ahead","Bin","percent","5.7","5.8",0
"HHS Region 1","2 wk ahead","Bin","percent","5.8","5.9",0
"HHS Region 1","2 wk ahead","Bin","percent","5.9","6",0
"HHS Region 1","2 wk ahead","Bin","percent","6","6.1",0
"HHS Region 1","2 wk ahead","Bin","percent","6.1","6.2",0
"HHS Region 1","2 wk ahead","Bin","percent","6.2","6.3",0
"HHS Region 1","2 wk ahead","Bin","percent","6.3","6.4",0
"HHS Region 1","2 wk ahead","Bin","percent","6.4","6.5",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","6.5","6.6",0
"HHS Region 1","2 wk ahead","Bin","percent","6.6","6.7",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","6.7","6.8",0
"HHS Region 1","2 wk ahead","Bin","percent","6.8","6.9",0
"HHS Region 1","2 wk ahead","Bin","percent","6.9","7",0
"HHS Region 1","2 wk ahead","Bin","percent","7","7.1",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","7.1","7.2",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 1","2 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 1","2 wk ahead","Bin","percent","7.4","7.5",0
"HHS Region 1","2 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 1","2 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 1","2 wk ahead","Bin","percent","7.7","7.8",0
"HHS Region 1","2 wk ahead","Bin","percent","7.8","7.9",0
"HHS Region 1","2 wk ahead","Bin","percent","7.9","8",0
"HHS Region 1","2 wk ahead","Bin","percent","8","8.1",0
"HHS Region 1","2 wk ahead","Bin","percent","8.1","8.2",0
"HHS Region 1","2 wk ahead","Bin","percent","8.2","8.3",0
"HHS Region 1","2 wk ahead","Bin","percent","8.3","8.4",0
"HHS Region 1","2 wk ahead","Bin","percent","8.4","8.5",0
"HHS Region 1","2 wk ahead","Bin","percent","8.5","8.6",0
"HHS Region 1","2 wk ahead","Bin","percent","8.6","8.7",0
"HHS Region 1","2 wk ahead","Bin","percent","8.7","8.8",0
"HHS Region 1","2 wk ahead","Bin","percent","8.8","8.9",0
"HHS Region 1","2 wk ahead","Bin","percent","8.9","9",0
"HHS Region 1","2 wk ahead","Bin","percent","9","9.1",0
"HHS Region 1","2 wk ahead","Bin","percent","9.1","9.2",0
"HHS Region 1","2 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 1","2 wk ahead","Bin","percent","9.3","9.4",0
"HHS Region 1","2 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 1","2 wk ahead","Bin","percent","9.5","9.6",0
"HHS Region 1","2 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 1","2 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 1","2 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 1","2 wk ahead","Bin","percent","9.9","10",0
"HHS Region 1","2 wk ahead","Bin","percent","10","10.1",0
"HHS Region 1","2 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 1","2 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 1","2 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 1","2 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 1","2 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 1","2 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 1","2 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 1","2 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 1","2 wk ahead","Bin","percent","10.9","11",0
"HHS Region 1","2 wk ahead","Bin","percent","11","11.1",0
"HHS Region 1","2 wk ahead","Bin","percent","11.1","11.2",0.0003000300030003
"HHS Region 1","2 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 1","2 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 1","2 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 1","2 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 1","2 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 1","2 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 1","2 wk ahead","Bin","percent","11.8","11.9",0
"HHS Region 1","2 wk ahead","Bin","percent","11.9","12",0
"HHS Region 1","2 wk ahead","Bin","percent","12","12.1",0
"HHS Region 1","2 wk ahead","Bin","percent","12.1","12.2",0
"HHS Region 1","2 wk ahead","Bin","percent","12.2","12.3",0
"HHS Region 1","2 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 1","2 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 1","2 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 1","2 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 1","2 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 1","2 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 1","2 wk ahead","Bin","percent","12.9","13",0
"HHS Region 1","2 wk ahead","Bin","percent","13","100",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","0","0.1",0.0018001800180018
"HHS Region 1","3 wk ahead","Bin","percent","0.1","0.2",0.0027002700270027
"HHS Region 1","3 wk ahead","Bin","percent","0.2","0.3",0.0033003300330033
"HHS Region 1","3 wk ahead","Bin","percent","0.3","0.4",0.0042004200420042
"HHS Region 1","3 wk ahead","Bin","percent","0.4","0.5",0.0093009300930093
"HHS Region 1","3 wk ahead","Bin","percent","0.5","0.6",0.0165016501650165
"HHS Region 1","3 wk ahead","Bin","percent","0.6","0.7",0.0255025502550255
"HHS Region 1","3 wk ahead","Bin","percent","0.7","0.8",0.0345034503450345
"HHS Region 1","3 wk ahead","Bin","percent","0.8","0.9",0.0549054905490549
"HHS Region 1","3 wk ahead","Bin","percent","0.9","1",0.0669066906690669
"HHS Region 1","3 wk ahead","Bin","percent","1","1.1",0.0837083708370837
"HHS Region 1","3 wk ahead","Bin","percent","1.1","1.2",0.0924092409240924
"HHS Region 1","3 wk ahead","Bin","percent","1.2","1.3",0.0879087908790879
"HHS Region 1","3 wk ahead","Bin","percent","1.3","1.4",0.0966096609660966
"HHS Region 1","3 wk ahead","Bin","percent","1.4","1.5",0.0831083108310831
"HHS Region 1","3 wk ahead","Bin","percent","1.5","1.6",0.0594059405940594
"HHS Region 1","3 wk ahead","Bin","percent","1.6","1.7",0.0582058205820582
"HHS Region 1","3 wk ahead","Bin","percent","1.7","1.8",0.0423042304230423
"HHS Region 1","3 wk ahead","Bin","percent","1.8","1.9",0.0321032103210321
"HHS Region 1","3 wk ahead","Bin","percent","1.9","2",0.024002400240024
"HHS Region 1","3 wk ahead","Bin","percent","2","2.1",0.0189018901890189
"HHS Region 1","3 wk ahead","Bin","percent","2.1","2.2",0.015001500150015
"HHS Region 1","3 wk ahead","Bin","percent","2.2","2.3",0.0156015601560156
"HHS Region 1","3 wk ahead","Bin","percent","2.3","2.4",0.0087008700870087
"HHS Region 1","3 wk ahead","Bin","percent","2.4","2.5",0.0099009900990099
"HHS Region 1","3 wk ahead","Bin","percent","2.5","2.6",0.0072007200720072
"HHS Region 1","3 wk ahead","Bin","percent","2.6","2.7",0.0048004800480048
"HHS Region 1","3 wk ahead","Bin","percent","2.7","2.8",0.0057005700570057
"HHS Region 1","3 wk ahead","Bin","percent","2.8","2.9",0.0042004200420042
"HHS Region 1","3 wk ahead","Bin","percent","2.9","3",0.0027002700270027
"HHS Region 1","3 wk ahead","Bin","percent","3","3.1",0.003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","3.1","3.2",0.0021002100210021
"HHS Region 1","3 wk ahead","Bin","percent","3.2","3.3",0.0021002100210021
"HHS Region 1","3 wk ahead","Bin","percent","3.3","3.4",0.0027002700270027
"HHS Region 1","3 wk ahead","Bin","percent","3.4","3.5",0.0021002100210021
"HHS Region 1","3 wk ahead","Bin","percent","3.5","3.6",0.0012001200120012
"HHS Region 1","3 wk ahead","Bin","percent","3.6","3.7",0.0012001200120012
"HHS Region 1","3 wk ahead","Bin","percent","3.7","3.8",0.0018001800180018
"HHS Region 1","3 wk ahead","Bin","percent","3.8","3.9",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","3.9","4",0.0006000600060006
"HHS Region 1","3 wk ahead","Bin","percent","4","4.1",0.0021002100210021
"HHS Region 1","3 wk ahead","Bin","percent","4.1","4.2",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","4.2","4.3",0.0006000600060006
"HHS Region 1","3 wk ahead","Bin","percent","4.3","4.4",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","4.4","4.5",0.0006000600060006
"HHS Region 1","3 wk ahead","Bin","percent","4.5","4.6",0.0006000600060006
"HHS Region 1","3 wk ahead","Bin","percent","4.6","4.7",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","4.7","4.8",0.0009000900090009
"HHS Region 1","3 wk ahead","Bin","percent","4.8","4.9",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","4.9","5",0
"HHS Region 1","3 wk ahead","Bin","percent","5","5.1",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","5.1","5.2",0
"HHS Region 1","3 wk ahead","Bin","percent","5.2","5.3",0
"HHS Region 1","3 wk ahead","Bin","percent","5.3","5.4",0
"HHS Region 1","3 wk ahead","Bin","percent","5.4","5.5",0
"HHS Region 1","3 wk ahead","Bin","percent","5.5","5.6",0
"HHS Region 1","3 wk ahead","Bin","percent","5.6","5.7",0
"HHS Region 1","3 wk ahead","Bin","percent","5.7","5.8",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","5.8","5.9",0.0009000900090009
"HHS Region 1","3 wk ahead","Bin","percent","5.9","6",0
"HHS Region 1","3 wk ahead","Bin","percent","6","6.1",0
"HHS Region 1","3 wk ahead","Bin","percent","6.1","6.2",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","6.2","6.3",0
"HHS Region 1","3 wk ahead","Bin","percent","6.3","6.4",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","6.4","6.5",0
"HHS Region 1","3 wk ahead","Bin","percent","6.5","6.6",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","6.6","6.7",0
"HHS Region 1","3 wk ahead","Bin","percent","6.7","6.8",0
"HHS Region 1","3 wk ahead","Bin","percent","6.8","6.9",0
"HHS Region 1","3 wk ahead","Bin","percent","6.9","7",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","7","7.1",0
"HHS Region 1","3 wk ahead","Bin","percent","7.1","7.2",0
"HHS Region 1","3 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 1","3 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 1","3 wk ahead","Bin","percent","7.4","7.5",0.0003000300030003
"HHS Region 1","3 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 1","3 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 1","3 wk ahead","Bin","percent","7.7","7.8",0
"HHS Region 1","3 wk ahead","Bin","percent","7.8","7.9",0
"HHS Region 1","3 wk ahead","Bin","percent","7.9","8",0
"HHS Region 1","3 wk ahead","Bin","percent","8","8.1",0
"HHS Region 1","3 wk ahead","Bin","percent","8.1","8.2",0
"HHS Region 1","3 wk ahead","Bin","percent","8.2","8.3",0.0006000600060006
"HHS Region 1","3 wk ahead","Bin","percent","8.3","8.4",0
"HHS Region 1","3 wk ahead","Bin","percent","8.4","8.5",0
"HHS Region 1","3 wk ahead","Bin","percent","8.5","8.6",0
"HHS Region 1","3 wk ahead","Bin","percent","8.6","8.7",0
"HHS Region 1","3 wk ahead","Bin","percent","8.7","8.8",0
"HHS Region 1","3 wk ahead","Bin","percent","8.8","8.9",0
"HHS Region 1","3 wk ahead","Bin","percent","8.9","9",0.0006000600060006
"HHS Region 1","3 wk ahead","Bin","percent","9","9.1",0
"HHS Region 1","3 wk ahead","Bin","percent","9.1","9.2",0
"HHS Region 1","3 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 1","3 wk ahead","Bin","percent","9.3","9.4",0
"HHS Region 1","3 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 1","3 wk ahead","Bin","percent","9.5","9.6",0
"HHS Region 1","3 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 1","3 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 1","3 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 1","3 wk ahead","Bin","percent","9.9","10",0
"HHS Region 1","3 wk ahead","Bin","percent","10","10.1",0
"HHS Region 1","3 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 1","3 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 1","3 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 1","3 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 1","3 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 1","3 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 1","3 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 1","3 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 1","3 wk ahead","Bin","percent","10.9","11",0
"HHS Region 1","3 wk ahead","Bin","percent","11","11.1",0
"HHS Region 1","3 wk ahead","Bin","percent","11.1","11.2",0
"HHS Region 1","3 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 1","3 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 1","3 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 1","3 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 1","3 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 1","3 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 1","3 wk ahead","Bin","percent","11.8","11.9",0.0003000300030003
