Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,,,47.0
US National,Season onset,Bin,week,40,41,0.0
US National,Season onset,Bin,week,41,42,0.0
US National,Season onset,Bin,week,42,43,0.0
US National,Season onset,Bin,week,43,44,0.0
US National,Season onset,Bin,week,44,45,1.2565768928712382e-05
US National,Season onset,Bin,week,45,46,0.1083324031050629
US National,Season onset,Bin,week,46,47,0.35575239288584426
US National,Season onset,Bin,week,47,48,0.3905644985716972
US National,Season onset,Bin,week,48,49,0.024037916086646783
US National,Season onset,Bin,week,49,50,0.046861935120414096
US National,Season onset,Bin,week,50,51,0.02531472859126854
US National,Season onset,Bin,week,51,52,0.018476027937421476
US National,Season onset,Bin,week,52,53,0.025749441083379225
US National,Season onset,Bin,week,1,2,0.0021363336481317573
US National,Season onset,Bin,week,2,3,0.0
US National,Season onset,Bin,week,3,4,0.0001645937311035559
US National,Season onset,Bin,week,4,5,0.0012576779906759445
US National,Season onset,Bin,week,5,6,0.000706649906870575
US National,Season onset,Bin,week,6,7,0.00047166747906614265
US National,Season onset,Bin,week,7,8,0.00014308154251160206
US National,Season onset,Bin,week,8,9,1.808655097731096e-05
US National,Season onset,Bin,week,9,10,0.0
US National,Season onset,Bin,week,10,11,0.0
US National,Season onset,Bin,week,11,12,0.0
US National,Season onset,Bin,week,12,13,0.0
US National,Season onset,Bin,week,13,14,0.0
US National,Season onset,Bin,week,14,15,0.0
US National,Season onset,Bin,week,15,16,0.0
US National,Season onset,Bin,week,16,17,0.0
US National,Season onset,Bin,week,17,18,0.0
US National,Season onset,Bin,week,18,19,0.0
US National,Season onset,Bin,week,19,20,0.0
US National,Season onset,Bin,week,20,21,0.0
US National,Season onset,Bin,week,none,none,0.0
US National,Season peak week,Point,week,,,52.0
US National,Season peak week,Bin,week,40,41,0.0
US National,Season peak week,Bin,week,41,42,0.0
US National,Season peak week,Bin,week,42,43,0.0
US National,Season peak week,Bin,week,43,44,0.0
US National,Season peak week,Bin,week,44,45,0.0
US National,Season peak week,Bin,week,45,46,0.0
US National,Season peak week,Bin,week,46,47,0.0
US National,Season peak week,Bin,week,47,48,0.014312777748316685
US National,Season peak week,Bin,week,48,49,0.020257874469635936
US National,Season peak week,Bin,week,49,50,0.16134129160764035
US National,Season peak week,Bin,week,50,51,0.1763418206039596
US National,Season peak week,Bin,week,51,52,0.006339031441008635
US National,Season peak week,Bin,week,52,53,0.41898714342459503
US National,Season peak week,Bin,week,1,2,0.15903805882581476
US National,Season peak week,Bin,week,2,3,0.005602875357334224
US National,Season peak week,Bin,week,3,4,0.0006638900300392058
US National,Season peak week,Bin,week,4,5,0.011700315652696663
US National,Season peak week,Bin,week,5,6,0.010736525516862352
US National,Season peak week,Bin,week,6,7,0.007175070229847137
US National,Season peak week,Bin,week,7,8,0.004365095060867057
US National,Season peak week,Bin,week,8,9,0.0028904700289047003
US National,Season peak week,Bin,week,9,10,0.0002477600024775999
US National,Season peak week,Bin,week,10,11,0.0
US National,Season peak week,Bin,week,11,12,0.0
US National,Season peak week,Bin,week,12,13,0.0
US National,Season peak week,Bin,week,13,14,0.0
US National,Season peak week,Bin,week,14,15,0.0
US National,Season peak week,Bin,week,15,16,0.0
US National,Season peak week,Bin,week,16,17,0.0
US National,Season peak week,Bin,week,17,18,0.0
US National,Season peak week,Bin,week,18,19,0.0
US National,Season peak week,Bin,week,19,20,0.0
US National,Season peak week,Bin,week,20,21,0.0
US National,Season peak percentage,Point,percent,,,6.2713353440196755
US National,Season peak percentage,Bin,percent,0,0.1,0.0
US National,Season peak percentage,Bin,percent,0.1,0.2,0.0
US National,Season peak percentage,Bin,percent,0.2,0.3,0.0
US National,Season peak percentage,Bin,percent,0.3,0.4,0.0
US National,Season peak percentage,Bin,percent,0.4,0.5,0.0
US National,Season peak percentage,Bin,percent,0.5,0.6,0.0
US National,Season peak percentage,Bin,percent,0.6,0.7,0.0
US National,Season peak percentage,Bin,percent,0.7,0.8,0.0
US National,Season peak percentage,Bin,percent,0.8,0.9,0.0
US National,Season peak percentage,Bin,percent,0.9,1,0.0
US National,Season peak percentage,Bin,percent,1,1.1,0.0
US National,Season peak percentage,Bin,percent,1.1,1.2,0.0
US National,Season peak percentage,Bin,percent,1.2,1.3,0.0
US National,Season peak percentage,Bin,percent,1.3,1.4,0.0
US National,Season peak percentage,Bin,percent,1.4,1.5,0.0
US National,Season peak percentage,Bin,percent,1.5,1.6,0.0
US National,Season peak percentage,Bin,percent,1.6,1.7,2.7645000276450013e-05
US National,Season peak percentage,Bin,percent,1.7,1.8,0.0013750200137501998
US National,Season peak percentage,Bin,percent,1.8,1.9,0.0016642150166421505
US National,Season peak percentage,Bin,percent,1.9,2,0.00148185501481855
US National,Season peak percentage,Bin,percent,2,2.1,0.00134474501344745
US National,Season peak percentage,Bin,percent,2.1,2.2,0.0013895150275626536
US National,Season peak percentage,Bin,percent,2.2,2.3,0.001403120049830709
US National,Season peak percentage,Bin,percent,2.3,2.4,0.002105450049635807
US National,Season peak percentage,Bin,percent,2.4,2.5,0.002714025201107492
US National,Season peak percentage,Bin,percent,2.5,2.6,0.0035510953221413195
US National,Season peak percentage,Bin,percent,2.6,2.7,0.005068545383084631
US National,Season peak percentage,Bin,percent,2.7,2.8,0.005477200500720908
US National,Season peak percentage,Bin,percent,2.8,2.9,0.005433835489662354
US National,Season peak percentage,Bin,percent,2.9,3,0.0071590756169356805
US National,Season peak percentage,Bin,percent,3,3.1,0.008722100993767518
US National,Season peak percentage,Bin,percent,3.1,3.2,0.009649345940660053
US National,Season peak percentage,Bin,percent,3.2,3.3,0.009291660824385976
US National,Season peak percentage,Bin,percent,3.3,3.4,0.009742626027949473
US National,Season peak percentage,Bin,percent,3.4,3.5,0.013716931836966708
US National,Season peak percentage,Bin,percent,3.5,3.6,0.011079336065828982
US National,Season peak percentage,Bin,percent,3.6,3.7,0.013855516466863768
US National,Season peak percentage,Bin,percent,3.7,3.8,0.010521801183998158
US National,Season peak percentage,Bin,percent,3.8,3.9,0.013992996348757641
US National,Season peak percentage,Bin,percent,3.9,4,0.0169785470465707
US National,Season peak percentage,Bin,percent,4,4.1,0.011747246399934156
US National,Season peak percentage,Bin,percent,4.1,4.2,0.012438086091558283
US National,Season peak percentage,Bin,percent,4.2,4.3,0.017748047449954497
US National,Season peak percentage,Bin,percent,4.3,4.4,0.015378076688160117
US National,Season peak percentage,Bin,percent,4.4,4.5,0.016055716685161918
US National,Season peak percentage,Bin,percent,4.5,4.6,0.014258726541169386
US National,Season peak percentage,Bin,percent,4.6,4.7,0.011694071209617162
US National,Season peak percentage,Bin,percent,4.7,4.8,0.020804387853095685
US National,Season peak percentage,Bin,percent,4.8,4.9,0.014702891648360958
US National,Season peak percentage,Bin,percent,4.9,5,0.013712546890551174
US National,Season peak percentage,Bin,percent,5,5.1,0.01730889666440441
US National,Season peak percentage,Bin,percent,5.1,5.2,0.015901611993672442
US National,Season peak percentage,Bin,percent,5.2,5.3,0.0161817170185076
US National,Season peak percentage,Bin,percent,5.3,5.4,0.016002351631721555
US National,Season peak percentage,Bin,percent,5.4,5.5,0.014882351501270527
US National,Season peak percentage,Bin,percent,5.5,5.6,0.015411026967719187
US National,Season peak percentage,Bin,percent,5.6,5.7,0.016407547190725836
US National,Season peak percentage,Bin,percent,5.7,5.8,0.015880427194239242
US National,Season peak percentage,Bin,percent,5.8,5.9,0.014821561450598316
US National,Season peak percentage,Bin,percent,5.9,6,0.01873909751834211
US National,Season peak percentage,Bin,percent,6,6.1,0.013274726422277559
US National,Season peak percentage,Bin,percent,6.1,6.2,0.01696646736921308
US National,Season peak percentage,Bin,percent,6.2,6.3,0.014602231693669872
US National,Season peak percentage,Bin,percent,6.3,6.4,0.010613210924634598
US National,Season peak percentage,Bin,percent,6.4,6.5,0.015668886744136634
US National,Season peak percentage,Bin,percent,6.5,6.6,0.016785582270593204
US National,Season peak percentage,Bin,percent,6.6,6.7,0.021189597660307338
US National,Season peak percentage,Bin,percent,6.7,6.8,0.011445126467205174
US National,Season peak percentage,Bin,percent,6.8,6.9,0.014394442089743668
US National,Season peak percentage,Bin,percent,6.9,7,0.01162917127829128
US National,Season peak percentage,Bin,percent,7,7.1,0.013320481314717286
US National,Season peak percentage,Bin,percent,7.1,7.2,0.019891012671441197
US National,Season peak percentage,Bin,percent,7.2,7.3,0.012121216233964716
US National,Season peak percentage,Bin,percent,7.3,7.4,0.016360287629773745
US National,Season peak percentage,Bin,percent,7.4,7.5,0.012966146777453046
US National,Season peak percentage,Bin,percent,7.5,7.6,0.01577048177192219
US National,Season peak percentage,Bin,percent,7.6,7.7,0.011079851080180333
US National,Season peak percentage,Bin,percent,7.7,7.8,0.011899976495637983
US National,Season peak percentage,Bin,percent,7.8,7.9,0.013615886653514615
US National,Season peak percentage,Bin,percent,7.9,8,0.015523797125736621
US National,Season peak percentage,Bin,percent,8,8.1,0.013430721521288734
US National,Season peak percentage,Bin,percent,8.1,8.2,0.014591967609696941
US National,Season peak percentage,Bin,percent,8.2,8.3,0.015442582116309271
US National,Season peak percentage,Bin,percent,8.3,8.4,0.010357310974702908
US National,Season peak percentage,Bin,percent,8.4,8.5,0.010846556314121942
US National,Season peak percentage,Bin,percent,8.5,8.6,0.016179457043917003
US National,Season peak percentage,Bin,percent,8.6,8.7,0.008869930995757318
US National,Season peak percentage,Bin,percent,8.7,8.8,0.011661511633802565
US National,Season peak percentage,Bin,percent,8.8,8.9,0.015965832436724847
US National,Season peak percentage,Bin,percent,8.9,9,0.012400461679970373
US National,Season peak percentage,Bin,percent,9,9.1,0.011190211186575958
US National,Season peak percentage,Bin,percent,9.1,9.2,0.013431907086422418
US National,Season peak percentage,Bin,percent,9.2,9.3,0.009747736086106988
US National,Season peak percentage,Bin,percent,9.3,9.4,0.010482306238885923
US National,Season peak percentage,Bin,percent,9.4,9.5,0.011837806653201818
US National,Season peak percentage,Bin,percent,9.5,9.6,0.010847736585611605
US National,Season peak percentage,Bin,percent,9.6,9.7,0.013585016839237959
US National,Season peak percentage,Bin,percent,9.7,9.8,0.011430401662285972
US National,Season peak percentage,Bin,percent,9.8,9.9,0.010688871258355779
US National,Season peak percentage,Bin,percent,9.9,10,0.010070501378479608
US National,Season peak percentage,Bin,percent,10,10.1,0.0
US National,Season peak percentage,Bin,percent,10.1,10.2,0.0
US National,Season peak percentage,Bin,percent,10.2,10.3,0.0
US National,Season peak percentage,Bin,percent,10.3,10.4,0.0
